Time,Acc,Prs
426.625,512,745
426.630,512,745
426.635,512,745
426.640,512,745
426.645,512,745
426.650,512,745
426.655,512,745
426.660,512,745
426.665,512,745
426.670,512,745
426.675,512,745
426.680,512,745
426.685,512,745
426.690,512,745
426.695,512,745
426.700,512,745
426.705,512,745
426.710,512,745
426.715,512,745
426.720,512,745
426.725,512,745
426.730,512,745
426.735,512,745
426.740,512,745
426.745,512,745
426.750,512,745
426.755,512,745
426.760,511,745
426.765,512,745
426.770,512,745
426.775,512,745
426.780,512,745
426.785,512,745
426.790,512,745
426.795,512,745
426.800,511,746
426.805,512,746
426.810,512,745
426.815,512,745
426.820,512,745
426.825,512,745
426.830,512,745
426.835,512,745
426.840,512,745
426.845,512,745
426.850,511,745
426.855,512,745
426.860,512,745
426.865,511,745
426.870,512,745
426.875,512,745
426.880,512,745
426.885,512,745
426.890,511,745
426.895,512,745
426.900,512,745
426.905,512,745
426.910,512,745
426.915,511,745
426.920,512,745
426.925,512,745
426.930,512,745
426.935,512,745
426.940,511,745
426.945,512,745
426.950,512,745
426.955,511,745
426.960,512,745
426.965,512,745
426.970,512,745
426.975,512,745
426.980,512,745
426.985,512,745
426.990,512,745
426.995,512,745
427.000,512,745
427.005,512,745
427.010,512,745
427.015,511,745
427.020,512,745
427.025,512,745
427.030,512,745
427.035,511,746
427.040,512,745
427.045,511,745
427.050,511,745
427.055,511,745
427.060,512,745
427.065,512,745
427.070,512,745
427.075,512,745
427.080,512,745
427.085,511,745
427.090,512,745
427.095,512,745
427.100,511,745
427.105,512,745
427.110,512,745
427.115,512,745
427.120,512,745
427.125,512,745
427.130,512,745
427.135,512,745
427.140,512,745
427.145,512,745
427.150,512,745
427.155,512,746
427.160,512,745
427.165,512,745
427.170,512,745
427.175,512,745
427.180,512,745
427.185,511,745
427.190,511,745
427.195,513,745
427.200,512,745
427.205,512,745
427.210,512,745
427.215,512,745
427.220,512,745
427.225,512,745
427.230,512,745
427.235,511,745
427.240,512,745
427.245,512,745
427.250,512,745
427.255,512,745
427.260,512,745
427.265,512,745
427.270,512,745
427.275,512,745
427.280,512,745
427.285,512,745
427.290,512,745
427.295,511,745
427.300,512,745
427.305,511,745
427.310,512,745
427.315,512,745
427.320,512,745
427.325,512,745
427.330,512,745
427.335,512,745
427.340,512,745
427.345,512,745
427.350,512,745
427.355,512,745
427.360,511,745
427.365,512,745
427.370,512,745
427.375,511,745
427.380,512,745
427.385,512,745
427.390,512,745
427.395,512,745
427.400,512,745
427.405,512,745
427.410,512,745
427.415,512,745
427.420,512,745
427.425,512,745
427.430,512,745
427.435,511,745
427.440,512,745
427.445,512,745
427.450,512,745
427.455,512,745
427.460,512,745
427.465,512,745
427.470,512,745
427.475,512,745
427.480,512,745
427.485,512,745
427.490,512,745
427.495,512,745
427.500,512,746
427.505,512,745
427.510,512,745
427.515,511,745
427.520,512,745
427.525,512,745
427.530,512,745
427.535,511,745
427.540,511,745
427.545,512,745
427.550,512,745
427.555,512,745
427.560,511,745
427.565,512,745
427.570,512,745
427.575,512,745
427.580,511,745
427.585,512,745
427.590,512,745
427.595,512,745
427.600,512,745
427.605,512,745
427.610,512,745
427.615,512,746
427.620,512,746
427.625,512,745
427.630,512,745
427.635,512,745
427.640,512,745
427.645,512,745
427.650,512,745
427.655,512,745
427.660,512,745
427.665,512,745
427.670,512,745
427.675,512,745
427.680,511,745
427.685,512,745
427.690,512,745
427.695,512,745
427.700,512,745
427.705,512,745
427.710,512,745
427.715,511,745
427.720,512,745
427.725,512,745
427.730,512,745
427.735,512,745
427.740,512,745
427.745,512,745
427.750,512,745
427.755,512,745
427.760,511,745
427.765,512,745
427.770,512,745
427.775,512,745
427.780,512,745
427.785,512,745
427.790,512,745
427.795,512,745
427.800,512,745
427.805,511,745
427.810,512,745
427.815,512,745
427.820,512,745
427.825,512,745
427.830,512,745
427.835,511,745
427.840,511,745
427.845,512,745
427.850,512,745
427.855,512,745
427.860,512,745
427.865,512,745
427.870,512,745
427.875,512,745
427.880,511,745
427.885,512,745
427.890,512,745
427.895,512,745
427.900,512,745
427.905,512,745
427.910,512,745
427.915,512,745
427.920,512,745
427.925,512,745
427.930,512,745
427.935,512,745
427.940,512,745
427.945,512,745
427.950,512,745
427.955,511,745
427.960,512,745
427.965,512,745
427.970,512,745
427.975,512,745
427.980,512,745
427.985,512,745
427.990,512,745
427.995,512,745
428.000,512,745
428.005,511,745
428.010,512,745
428.015,512,745
428.020,512,745
428.025,512,745
428.030,512,745
428.035,512,745
428.040,512,745
428.045,512,745
428.050,512,745
428.055,512,745
428.060,512,745
428.065,512,745
428.070,512,745
428.075,512,745
428.080,512,746
428.085,512,746
428.090,512,745
428.095,512,745
428.100,511,745
428.105,511,745
428.110,512,745
428.115,512,745
428.120,511,745
428.125,512,745
428.130,511,745
428.135,512,745
428.140,512,745
428.145,512,745
428.150,512,745
428.155,512,745
428.160,512,745
428.165,512,745
428.170,511,745
428.175,512,745
428.180,512,745
428.185,512,745
428.190,512,745
428.195,512,745
428.200,512,745
428.205,511,745
428.210,512,745
428.215,512,745
428.220,512,745
428.225,512,745
428.230,512,745
428.235,512,745
428.240,512,745
428.245,512,745
428.250,512,745
428.255,512,745
428.260,512,745
428.265,512,745
428.270,512,745
428.275,512,745
428.280,512,745
428.285,512,745
428.290,512,745
428.295,512,745
428.300,512,745
428.305,512,745
428.310,512,745
428.315,512,745
428.320,512,745
428.325,512,745
428.330,512,745
428.335,512,745
428.340,512,745
428.345,512,745
428.350,512,745
428.355,512,745
428.360,512,745
428.365,512,745
428.370,512,745
428.375,511,745
428.380,512,745
428.385,511,745
428.390,512,745
428.395,512,745
428.400,512,745
428.405,512,745
428.410,512,745
428.415,512,745
428.420,512,745
428.425,511,745
428.430,512,745
428.435,512,746
428.440,511,745
428.445,512,745
428.450,512,745
428.455,512,745
428.460,512,745
428.465,512,745
428.470,512,745
428.475,512,745
428.480,512,745
428.485,512,745
428.490,512,745
428.495,512,745
428.500,512,745
428.505,512,745
428.510,512,745
428.515,512,745
428.520,512,745
428.525,511,745
428.530,512,745
428.535,512,745
428.540,512,745
428.545,512,745
428.550,512,745
428.555,512,745
428.560,512,745
428.565,512,745
428.570,512,745
428.575,512,745
428.580,512,745
428.585,512,745
428.590,512,745
428.595,512,745
428.600,511,745
428.605,512,745
428.610,512,745
428.615,512,745
428.620,512,745
428.625,511,745
428.630,512,745
428.635,512,745
428.640,512,745
428.645,511,745
428.650,512,745
428.655,511,745
428.660,511,745
428.665,511,745
428.670,511,745
428.675,512,745
428.680,512,745
428.685,512,745
428.690,512,745
428.695,512,745
428.700,511,745
428.705,512,745
428.710,512,745
428.715,512,745
428.720,512,745
428.725,512,745
428.730,512,745
428.735,512,745
428.740,512,745
428.745,512,745
428.750,512,745
428.755,512,745
428.760,512,745
428.765,512,745
428.770,512,745
428.775,512,745
428.780,512,745
428.785,512,745
428.790,512,745
428.795,511,745
428.800,512,745
428.805,512,745
428.810,511,745
428.815,512,745
428.820,512,745
428.825,512,745
428.830,512,745
428.835,512,745
428.840,512,745
428.845,511,745
428.850,512,745
428.855,512,745
428.860,512,745
428.865,512,745
428.870,511,745
428.875,511,746
428.880,512,745
428.885,512,745
428.890,512,745
428.895,512,745
428.900,511,746
428.905,512,745
428.910,512,745
428.915,511,746
428.920,512,745
428.925,512,745
428.930,512,745
428.935,512,745
428.940,512,745
428.945,512,745
428.950,512,745
428.955,512,745
428.960,512,745
428.965,512,745
428.970,512,745
428.975,512,745
428.980,512,745
428.985,512,745
428.990,512,745
428.995,512,745
429.000,512,745
429.005,512,745
429.010,512,745
429.015,511,745
429.020,512,745
429.025,511,745
429.030,512,745
429.035,512,745
429.040,511,745
429.045,512,745
429.050,512,745
429.055,512,745
429.060,512,745
429.065,512,745
429.070,512,745
429.075,512,745
429.080,512,745
429.085,512,745
429.090,512,745
429.095,512,745
429.100,512,745
429.105,512,745
429.110,512,745
429.115,511,745
429.120,512,745
429.125,512,745
429.130,512,745
429.135,512,745
429.140,512,745
429.145,512,745
429.150,512,745
429.155,512,745
429.160,512,745
429.165,512,745
429.170,512,745
429.175,512,745
429.180,512,745
429.185,512,745
429.190,512,745
429.195,511,745
429.200,511,745
429.205,512,745
429.210,512,745
429.215,512,745
429.220,512,745
429.225,511,745
429.230,512,745
429.235,511,745
429.240,512,745
429.245,512,745
429.250,512,745
429.255,512,745
429.260,512,745
429.265,512,745
429.270,512,745
429.275,512,745
429.280,512,745
429.285,512,745
429.290,512,745
429.295,512,745
429.300,512,745
429.305,512,745
429.310,512,745
429.315,512,745
429.320,512,745
429.325,511,745
429.330,511,745
429.335,512,745
429.340,512,745
429.345,511,745
429.350,511,745
429.355,512,745
429.360,512,745
429.365,511,746
429.370,511,745
429.375,512,745
429.380,512,745
429.385,512,745
429.390,512,745
429.395,512,745
429.400,512,745
429.405,512,745
429.410,512,745
429.415,512,745
429.420,512,745
429.425,512,745
429.430,511,745
429.435,512,745
429.440,512,745
429.445,512,745
429.450,512,745
429.455,512,745
429.460,512,745
429.465,512,745
429.470,512,745
429.475,512,745
429.480,512,745
429.485,512,745
429.490,512,745
429.495,512,745
429.500,512,745
429.505,512,745
429.510,512,745
429.515,512,745
429.520,512,745
429.525,512,745
429.530,512,745
429.535,512,745
429.540,512,745
429.545,512,745
429.550,512,745
429.555,512,745
429.560,512,745
429.565,512,745
429.570,512,745
429.575,512,745
429.580,512,745
429.585,512,745
429.590,512,745
429.595,512,745
429.600,512,745
429.605,512,745
429.610,512,745
429.615,511,745
429.620,512,745
429.625,512,745
429.630,512,745
429.635,512,745
429.640,512,745
429.645,512,745
429.650,512,745
429.655,512,745
429.660,512,745
429.665,512,745
429.670,512,745
429.675,512,745
429.680,512,745
429.685,512,745
429.690,512,745
429.695,512,745
429.700,512,745
429.705,512,745
429.710,512,746
429.715,512,746
429.720,512,745
429.725,512,745
429.730,512,745
429.735,512,745
429.740,512,745
429.745,512,745
429.750,512,745
429.755,512,745
429.760,512,745
429.765,512,745
429.770,512,745
429.775,512,745
429.780,512,745
429.785,512,745
429.790,512,745
429.795,512,745
429.800,512,745
429.805,511,745
429.810,511,745
429.815,512,745
429.820,512,745
429.825,511,745
429.830,512,745
429.835,512,745
429.840,511,745
429.845,512,745
429.850,512,745
429.855,511,745
429.860,511,745
429.865,512,745
429.870,512,745
429.875,512,745
429.880,512,745
429.885,512,745
429.890,512,745
429.895,512,745
429.900,512,745
429.905,512,745
429.910,512,745
429.915,512,745
429.920,512,745
429.925,512,745
429.930,512,745
429.935,512,745
429.940,512,745
429.945,512,745
429.950,511,745
429.955,511,745
429.960,512,745
429.965,512,745
429.970,512,745
429.975,512,745
429.980,511,745
429.985,512,745
429.990,512,745
429.995,512,745
430.000,512,745
430.005,512,745
430.010,512,745
430.015,512,745
430.020,511,745
430.025,512,745
430.030,511,745
430.035,512,745
430.040,512,745
430.045,512,745
430.050,512,745
430.055,512,745
430.060,512,745
430.065,512,745
430.070,512,745
430.075,512,745
430.080,512,745
430.085,512,745
430.090,512,745
430.095,512,745
430.100,512,745
430.105,512,745
430.110,512,745
430.115,512,745
430.120,512,745
430.125,512,745
430.130,512,745
430.135,512,745
430.140,512,745
430.145,512,745
430.150,512,745
430.155,512,745
430.160,512,745
430.165,512,745
430.170,512,745
430.175,512,745
430.180,512,746
430.185,512,745
430.190,512,745
430.195,512,745
430.200,512,745
430.205,512,745
430.210,512,745
430.215,512,745
430.220,512,745
430.225,512,745
430.230,512,745
430.235,512,745
430.240,512,745
430.245,512,745
430.250,512,745
430.255,512,745
430.260,511,745
430.265,512,745
430.270,512,745
430.275,512,745
430.280,511,745
430.285,512,745
430.290,512,745
430.295,512,745
430.300,512,745
430.305,511,745
430.310,512,745
430.315,512,745
430.320,512,745
430.325,512,745
430.330,512,745
430.335,512,745
430.340,512,745
430.345,512,745
430.350,512,745
430.355,511,745
430.360,512,745
430.365,512,745
430.370,512,745
430.375,512,745
430.380,512,745
430.385,512,745
430.390,512,745
430.395,512,745
430.400,512,745
430.405,512,745
430.410,511,745
430.415,512,745
430.420,512,745
430.425,512,745
430.430,512,745
430.435,512,745
430.440,512,745
430.445,512,745
430.450,512,745
430.455,512,745
430.460,512,745
430.465,512,745
430.470,512,745
430.475,512,745
430.480,512,745
430.485,512,745
430.490,512,745
430.495,512,745
430.500,512,745
430.505,512,745
430.510,512,745
430.515,512,745
430.520,512,745
430.525,512,745
430.530,512,746
430.535,512,745
430.540,512,745
430.545,511,745
430.550,512,745
430.555,512,745
430.560,511,745
430.565,512,745
430.570,512,745
430.575,512,745
430.580,511,745
430.585,511,745
430.590,512,745
430.595,511,745
430.600,512,745
430.605,512,745
430.610,511,745
430.615,512,745
430.620,512,745
430.625,512,745
430.630,512,745
430.635,512,745
430.640,512,746
430.645,511,745
430.650,512,745
430.655,512,745
430.660,512,745
430.665,511,745
430.670,512,745
430.675,511,745
430.680,512,745
430.685,512,745
430.690,512,745
430.695,512,745
430.700,512,745
430.705,512,746
430.710,512,745
430.715,512,745
430.720,512,745
430.725,512,745
430.730,512,745
430.735,512,745
430.740,512,745
430.745,512,745
430.750,512,745
430.755,511,745
430.760,512,746
430.765,512,745
430.770,512,745
430.775,512,745
430.780,512,745
430.785,512,745
430.790,512,745
430.795,512,745
430.800,512,745
430.805,511,745
430.810,512,745
430.815,511,745
430.820,512,745
430.825,512,745
430.830,512,745
430.835,512,745
430.840,512,745
430.845,512,745
430.850,512,745
430.855,512,745
430.860,512,745
430.865,512,745
430.870,512,745
430.875,512,745
430.880,512,745
430.885,511,745
430.890,511,745
430.895,512,745
430.900,512,745
430.905,511,745
430.910,512,745
430.915,512,745
430.920,512,745
430.925,512,745
430.930,512,745
430.935,512,745
430.940,512,745
430.945,512,745
430.950,512,745
430.955,512,745
430.960,512,745
430.965,512,745
430.970,511,745
430.975,512,745
430.980,512,745
430.985,512,745
430.990,512,745
430.995,512,746
431.000,512,745
431.005,512,745
431.010,512,745
431.015,512,745
431.020,512,745
431.025,512,745
431.030,512,745
431.035,512,745
431.040,512,745
431.045,511,745
431.050,512,745
431.055,512,745
431.060,512,745
431.065,512,745
431.070,512,745
431.075,512,745
431.080,512,745
431.085,512,745
431.090,512,745
431.095,512,745
431.100,512,745
431.105,512,745
431.110,512,745
431.115,512,745
431.120,512,745
431.125,512,745
431.130,512,745
431.135,512,745
431.140,512,745
431.145,512,746
431.150,512,745
431.155,512,746
431.160,511,745
431.165,512,746
431.170,512,745
431.175,512,746
431.180,512,745
431.185,512,746
431.190,512,745
431.195,512,745
431.200,512,745
431.205,511,745
431.210,512,745
431.215,512,746
431.220,512,745
431.225,512,746
431.230,512,745
431.235,512,745
431.240,512,745
431.245,512,745
431.250,512,745
431.255,512,745
431.260,512,745
431.265,512,745
431.270,512,745
431.275,512,745
431.280,512,745
431.285,512,745
431.290,511,745
431.295,512,745
431.300,512,745
431.305,511,745
431.310,511,745
431.315,512,745
431.320,512,745
431.325,512,745
431.330,512,745
431.335,512,745
431.340,512,745
431.345,512,745
431.350,512,745
431.355,512,745
431.360,512,745
431.365,512,745
431.370,512,745
431.375,512,745
431.380,512,745
431.385,512,745
431.390,512,745
431.395,512,745
431.400,512,745
431.405,512,745
431.410,512,745
431.415,512,745
431.420,512,745
431.425,512,745
431.430,512,745
431.435,512,745
431.440,512,745
431.445,511,745
431.450,511,745
431.455,512,745
431.460,511,746
431.465,512,745
431.470,512,745
431.475,512,745
431.480,512,745
431.485,512,745
431.490,512,745
431.495,512,745
431.500,512,745
431.505,512,745
431.510,512,745
431.515,512,745
431.520,512,745
431.525,512,745
431.530,511,745
431.535,512,745
431.540,512,745
431.545,511,745
431.550,512,745
431.555,512,745
431.560,512,745
431.565,512,746
431.570,512,745
431.575,512,746
431.580,511,745
431.585,512,745
431.590,511,745
431.595,512,746
431.600,512,745
431.605,512,745
431.610,512,745
431.615,512,746
431.620,512,745
431.625,511,745
431.630,512,745
431.635,512,745
431.640,512,745
431.645,512,745
431.650,512,745
431.655,512,745
431.660,512,745
431.665,512,745
431.670,512,745
431.675,512,745
431.680,511,745
431.685,512,745
431.690,512,745
431.695,512,745
431.700,512,745
431.705,512,745
431.710,512,745
431.715,512,745
431.720,512,745
431.725,512,745
431.730,512,745
431.735,512,745
431.740,512,745
431.745,512,745
431.750,512,745
431.755,512,745
431.760,512,745
431.765,511,745
431.770,512,745
431.775,512,745
431.780,511,745
431.785,512,745
431.790,512,745
431.795,511,745
431.800,512,745
431.805,511,745
431.810,512,746
431.815,511,745
431.820,512,745
431.825,512,745
431.830,512,745
431.835,512,745
431.840,512,745
431.845,512,745
431.850,512,745
431.855,512,745
431.860,512,745
431.865,512,745
431.870,512,745
431.875,512,745
431.880,512,745
431.885,512,745
431.890,512,745
431.895,512,745
431.900,512,745
431.905,512,745
431.910,512,745
431.915,512,745
431.920,512,745
431.925,512,746
431.930,512,745
431.935,512,745
431.940,512,745
431.945,511,745
431.950,511,745
431.955,512,745
431.960,512,745
431.965,512,745
431.970,512,745
431.975,512,745
431.980,512,745
431.985,512,745
431.990,512,745
431.995,512,745
432.000,512,745
432.005,512,745
432.010,512,745
432.015,512,745
432.020,512,745
432.025,511,745
432.030,512,745
432.035,512,745
432.040,512,745
432.045,512,745
432.050,512,745
432.055,511,745
432.060,512,745
432.065,512,745
432.070,512,745
432.075,512,745
432.080,512,745
432.085,512,745
432.090,512,745
432.095,512,745
432.100,511,745
432.105,512,745
432.110,512,745
432.115,512,745
432.120,512,745
432.125,511,745
432.130,512,745
432.135,512,745
432.140,512,745
432.145,511,745
432.150,512,745
432.155,512,745
432.160,512,745
432.165,512,745
432.170,512,745
432.175,512,745
432.180,512,745
432.185,512,745
432.190,512,745
432.195,512,745
432.200,512,745
432.205,512,745
432.210,512,745
432.215,512,745
432.220,512,745
432.225,512,745
432.230,511,745
432.235,511,745
432.240,512,745
432.245,512,745
432.250,511,745
432.255,512,745
432.260,512,745
432.265,512,745
432.270,512,745
432.275,512,746
432.280,511,745
432.285,512,745
432.290,512,745
432.295,512,745
432.300,512,745
432.305,512,745
432.310,512,745
432.315,511,745
432.320,512,745
432.325,512,745
432.330,512,745
432.335,512,745
432.340,511,745
432.345,512,745
432.350,511,745
432.355,512,746
432.360,512,745
432.365,512,745
432.370,512,745
432.375,512,745
432.380,512,745
432.385,512,745
432.390,512,745
432.395,512,745
432.400,512,745
432.405,512,745
432.410,512,745
432.415,512,745
432.420,512,745
432.425,511,745
432.430,511,745
432.435,512,745
432.440,512,745
432.445,512,745
432.450,512,745
432.455,512,745
432.460,512,745
432.465,512,745
432.470,512,745
432.475,512,745
432.480,511,745
432.485,512,746
432.490,512,745
432.495,512,745
432.500,512,745
432.505,512,745
432.510,512,745
432.515,512,745
432.520,512,745
432.525,512,745
432.530,512,745
432.535,512,745
432.540,512,745
432.545,512,745
432.550,512,745
432.555,512,745
432.560,512,745
432.565,512,745
432.570,512,745
432.575,512,745
432.580,511,745
432.585,512,745
432.590,512,745
432.595,512,745
432.600,512,745
432.605,511,745
432.610,512,745
432.615,512,745
432.620,511,745
432.625,512,745
432.630,512,745
432.635,512,745
432.640,511,745
432.645,512,745
432.650,512,745
432.655,512,745
432.660,512,745
432.665,511,745
432.670,512,745
432.675,511,745
432.680,512,745
432.685,512,745
432.690,512,745
432.695,512,745
432.700,511,745
432.705,512,745
432.710,512,745
432.715,512,745
432.720,512,746
432.725,512,745
432.730,512,745
432.735,512,745
432.740,512,746
432.745,512,745
432.750,512,745
432.755,512,745
432.760,512,745
432.765,512,745
432.770,511,745
432.775,511,745
432.780,512,745
432.785,512,745
432.790,512,745
432.795,512,745
432.800,512,745
432.805,512,745
432.810,512,745
432.815,512,745
432.820,512,745
432.825,512,745
432.830,511,745
432.835,512,745
432.840,512,745
432.845,512,745
432.850,512,745
432.855,512,745
432.860,512,745
432.865,512,745
432.870,512,745
432.875,512,745
432.880,512,745
432.885,512,745
432.890,512,745
432.895,512,745
432.900,512,745
432.905,512,745
432.910,512,745
432.915,512,745
432.920,512,745
432.925,512,745
432.930,512,745
432.935,512,745
432.940,512,745
432.945,512,745
432.950,512,745
432.955,512,745
432.960,512,745
432.965,512,745
432.970,512,745
432.975,512,745
432.980,512,745
432.985,512,745
432.990,512,745
432.995,511,745
433.000,511,745
433.005,512,745
433.010,512,745
433.015,512,745
433.020,512,745
433.025,512,745
433.030,512,745
433.035,512,745
433.040,512,745
433.045,512,745
433.050,512,745
433.055,512,745
433.060,512,745
433.065,512,745
433.070,512,745
433.075,512,745
433.080,512,745
433.085,512,745
433.090,512,745
433.095,512,745
433.100,512,745
433.105,512,745
433.110,512,745
433.115,513,745
433.120,511,745
433.125,512,745
433.130,512,745
433.135,511,745
433.140,512,745
433.145,512,745
433.150,512,745
433.155,512,745
433.160,512,745
433.165,512,745
433.170,512,745
433.175,511,745
433.180,512,745
433.185,512,745
433.190,512,745
433.195,512,745
433.200,512,745
433.205,511,746
433.210,512,745
433.215,512,745
433.220,512,745
433.225,512,745
433.230,512,745
433.235,512,745
433.240,512,745
433.245,512,745
433.250,512,745
433.255,512,745
433.260,512,745
433.265,512,745
433.270,512,745
433.275,512,745
433.280,511,745
433.285,512,745
433.290,512,745
433.295,512,745
433.300,512,745
433.305,512,745
433.310,512,745
433.315,512,745
433.320,511,746
433.325,512,745
433.330,511,745
433.335,511,745
433.340,512,745
433.345,512,745
433.350,512,745
433.355,511,745
433.360,512,745
433.365,512,745
433.370,512,745
433.375,512,745
433.380,512,745
433.385,512,745
433.390,513,745
433.395,512,745
433.400,511,745
433.405,512,745
433.410,512,745
433.415,512,745
433.420,512,745
433.425,512,745
433.430,512,745
433.435,512,745
433.440,512,745
433.445,512,745
433.450,512,745
433.455,512,745
433.460,512,745
433.465,512,745
433.470,511,745
433.475,512,745
433.480,512,745
433.485,512,745
433.490,512,745
433.495,512,745
433.500,512,745
433.505,512,745
433.510,512,745
433.515,512,745
433.520,512,745
433.525,512,745
433.530,512,745
433.535,512,745
433.540,512,745
433.545,512,745
433.550,512,745
433.555,512,746
433.560,511,745
433.565,512,745
433.570,512,745
433.575,512,745
433.580,512,745
433.585,512,745
433.590,512,745
433.595,512,745
433.600,512,745
433.605,512,745
433.610,512,745
433.615,512,745
433.620,512,745
433.625,512,745
433.630,512,745
433.635,512,745
433.640,511,745
433.645,512,745
433.650,512,745
433.655,512,745
433.660,512,745
433.665,512,745
433.670,512,745
433.675,512,745
433.680,512,745
433.685,512,745
433.690,511,745
433.695,512,745
433.700,512,745
433.705,512,745
433.710,512,745
433.715,512,745
433.720,511,745
433.725,512,745
433.730,512,745
433.735,512,745
433.740,512,745
433.745,512,745
433.750,512,745
433.755,511,745
433.760,511,745
433.765,512,745
433.770,511,745
433.775,512,745
433.780,512,745
433.785,512,746
433.790,512,745
433.795,512,745
433.800,512,745
433.805,512,745
433.810,512,745
433.815,512,745
433.820,512,745
433.825,512,745
433.830,512,745
433.835,512,745
433.840,512,745
433.845,512,745
433.850,512,745
433.855,512,745
433.860,511,745
433.865,512,745
433.870,512,745
433.875,512,745
433.880,512,745
433.885,512,745
433.890,512,745
433.895,512,745
433.900,512,745
433.905,512,745
433.910,512,745
433.915,512,745
433.920,512,745
433.925,512,745
433.930,512,745
433.935,512,745
433.940,512,745
433.945,512,745
433.950,512,745
433.955,512,745
433.960,512,745
433.965,512,745
433.970,512,745
433.975,512,745
433.980,511,745
433.985,511,745
433.990,512,745
433.995,512,745
434.000,512,745
434.005,511,745
434.010,512,745
434.015,512,745
434.020,512,746
434.025,512,745
434.030,512,745
434.035,512,745
434.040,512,745
434.045,511,745
434.050,512,745
434.055,512,745
434.060,511,745
434.065,512,745
434.070,512,745
434.075,511,745
434.080,512,745
434.085,512,745
434.090,512,745
434.095,512,745
434.100,512,745
434.105,512,746
434.110,512,745
434.115,512,746
434.120,512,745
434.125,511,745
434.130,512,745
434.135,512,745
434.140,512,745
434.145,512,745
434.150,512,745
434.155,511,745
434.160,512,745
434.165,512,745
434.170,512,745
434.175,512,745
434.180,512,745
434.185,512,745
434.190,512,745
434.195,511,745
434.200,512,745
434.205,512,745
434.210,511,745
434.215,512,745
434.220,512,745
434.225,512,745
434.230,512,745
434.235,512,745
434.240,511,745
434.245,511,745
434.250,512,746
434.255,512,745
434.260,512,745
434.265,512,745
434.270,512,745
434.275,512,745
434.280,512,745
434.285,512,745
434.290,512,745
434.295,512,745
434.300,512,745
434.305,512,745
434.310,512,745
434.315,511,745
434.320,512,745
434.325,511,745
434.330,512,745
434.335,512,745
434.340,512,745
434.345,512,745
434.350,512,745
434.355,512,745
434.360,512,745
434.365,512,745
434.370,512,746
434.375,512,745
434.380,512,746
434.385,512,745
434.390,512,745
434.395,512,745
434.400,512,745
434.405,511,745
434.410,512,745
434.415,512,745
434.420,512,745
434.425,512,745
434.430,512,745
434.435,511,745
434.440,512,745
434.445,512,746
434.450,512,745
434.455,511,745
434.460,512,745
434.465,512,746
434.470,512,745
434.475,512,745
434.480,512,745
434.485,512,746
434.490,512,745
434.495,512,745
434.500,512,745
434.505,512,745
434.510,512,745
434.515,512,745
434.520,511,745
434.525,512,745
434.530,512,745
434.535,512,745
434.540,512,745
434.545,512,745
434.550,511,745
434.555,512,745
434.560,512,745
434.565,512,745
434.570,512,745
434.575,512,745
434.580,512,745
434.585,511,745
434.590,512,745
434.595,512,745
434.600,512,745
434.605,512,745
434.610,512,745
434.615,512,745
434.620,512,745
434.625,512,745
434.630,512,745
434.635,512,745
434.640,511,745
434.645,512,745
434.650,512,745
434.655,511,745
434.660,512,745
434.665,511,745
434.670,512,745
434.675,512,745
434.680,512,745
434.685,512,745
434.690,512,745
434.695,512,745
434.700,512,745
434.705,512,745
434.710,512,745
434.715,512,745
434.720,513,745
434.725,512,745
434.730,511,745
434.735,512,745
434.740,512,745
434.745,512,745
434.750,512,745
434.755,512,745
434.760,511,745
434.765,512,745
434.770,512,745
434.775,512,745
434.780,512,745
434.785,512,745
434.790,512,745
434.795,512,745
434.800,512,745
434.805,512,745
434.810,512,745
434.815,512,745
434.820,512,745
434.825,512,745
434.830,512,745
434.835,511,746
434.840,512,746
434.845,511,745
434.850,512,745
434.855,512,745
434.860,512,745
434.865,512,745
434.870,512,745
434.875,512,745
434.880,512,745
434.885,512,745
434.890,511,745
434.895,512,745
434.900,512,745
434.905,512,745
434.910,511,745
434.915,512,745
434.920,512,745
434.925,512,745
434.930,512,745
434.935,512,745
434.940,512,745
434.945,512,745
434.950,512,745
434.955,512,745
434.960,512,745
434.965,512,745
434.970,511,745
434.975,512,745
434.980,512,745
434.985,512,745
434.990,512,745
434.995,512,745
435.000,512,745
435.005,512,745
435.010,512,745
435.015,512,745
435.020,512,745
435.025,512,745
435.030,512,746
435.035,512,745
435.040,512,745
435.045,512,745
435.050,511,745
435.055,512,745
435.060,512,745
435.065,512,745
435.070,512,745
435.075,512,745
435.080,511,745
435.085,512,745
435.090,511,745
435.095,512,745
435.100,512,745
435.105,512,745
435.110,512,745
435.115,511,745
435.120,512,745
435.125,512,745
435.130,511,745
435.135,512,745
435.140,512,745
435.145,512,745
435.150,512,745
435.155,511,745
435.160,511,745
435.165,511,745
435.170,512,745
435.175,512,745
435.180,512,745
435.185,512,745
435.190,512,745
435.195,512,745
435.200,512,745
435.205,512,745
435.210,512,745
435.215,512,745
435.220,512,745
435.225,511,745
435.230,512,745
435.235,512,745
435.240,512,745
435.245,512,745
435.250,512,745
435.255,512,745
435.260,511,745
435.265,512,745
435.270,512,745
435.275,512,745
435.280,512,745
435.285,512,745
435.290,512,745
435.295,511,745
435.300,511,746
435.305,512,745
435.310,511,745
435.315,512,745
435.320,512,745
435.325,512,745
435.330,512,745
435.335,512,745
435.340,512,745
435.345,512,745
435.350,512,745
435.355,512,745
435.360,512,745
